"ID","문A1-1.귀하께서 참여하신 교육 과정은 무엇입니까?","문B1.귀하께서는 지난 1년 간(2013년 7월 - 2014년 6월)다음 유형의 비형식 교육에 참여한 경험이 있습니까? - 1)일정 장소에서 강사가 강의하는 강좌","문B1.귀하께서는 지난 1년 간(2013년 7월 - 2014년 6월)다음 유형의 비형식 교육에 참여한 경험이 있습니까? - 2)직장 내 직무 연수 프로그램","문B1.귀하께서는 지난 1년 간(2013년 7월 - 2014년 6월)다음 유형의 비형식 교육에 참여한 경험이 있습니까? - 3)원격/사이버 강좌 수강","문B1.귀하께서는 지난 1년 간(2013년 7월 - 2014년 6월)다음 유형의 비형식 교육에 참여한 경험이 있습니까? - 4)전문적인 세미나 및 워크숍^학습 동아리","문B1.귀하께서는 지난 1년 간(2013년 7월 - 2014년 6월)다음 유형의 비형식 교육에 참여한 경험이 있습니까? - 5)기타 강좌 및 개인교습","문B2(개).지난 1년간(2013년 7월 -  2014년 6월)비형식 교육에 참여한 프로그램 수는 몇개 입니까? - (1)학력보완 교육","문B2(개).지난 1년간(2013년 7월 -  2014년 6월)비형식 교육에 참여한 프로그램 수는 몇개 입니까? - (2)성인기초 및 문자해득교육","문B2(개).지난 1년간(2013년 7월 -  2014년 6월)비형식 교육에 참여한 프로그램 수는 몇개 입니까? - (3)직업능력향상교육","문B2(개).지난 1년간(2013년 7월 -  2014년 6월)비형식 교육에 참여한 프로그램 수는 몇개 입니까? - (4)인문교양교육","문B2(개).지난 1년간(2013년 7월 -  2014년 6월)비형식 교육에 참여한 프로그램 수는 몇개 입니까? - (5)문화예술 스포츠 교육","문B2(개).지난 1년간(2013년 7월 -  2014년 6월)비형식 교육에 참여한 프로그램 수는 몇개 입니까? - (6)시민참여교육","문C1(참여경험).귀하께서는 지난 1년 간(2013년 7월 - 2014년 6월) 다음과 같은 무형식학습에 참여해 본 적이 있으십니까? - 1)가족^ 친구 또는 직장동료나 상사의 도움이나 조언을 통해 학습한 적이 ?F1","문C1(참여경험).귀하께서는 지난 1년 간(2013년 7월 - 2014년 6월) 다음과 같은 무형식학습에 참여해 본 적이 있으십니까? - 2)컴퓨터나 인터넷을 활용해서 새로운 정보나 사실을 학습한 적이 있다","문C1(참여경험).귀하께서는 지난 1년 간(2013년 7월 - 2014년 6월) 다음과 같은 무형식학습에 참여해 본 적이 있으십니까? - 3)학습을 목적으로 텔레비전^ 라디오^ 비디오를 활용해서 학습한 적이 있다","문C1(참여경험).귀하께서는 지난 1년 간(2013년 7월 - 2014년 6월) 다음과 같은 무형식학습에 참여해 본 적이 있으십니까? - 4)인쇄매체(책이나 전문잡지 등)를 활용해서 학습해 본 적이 있다","문C1(참여경험).귀하께서는 지난 1년 간(2013년 7월 - 2014년 6월) 다음과 같은 무형식학습에 참여해 본 적이 있으십니까? - 5)역사적.자연적.산업적 장소를 방문해서 학습한 적이 있다","문C1(참여경험).귀하께서는 지난 1년 간(2013년 7월 - 2014년 6월) 다음과 같은 무형식학습에 참여해 본 적이 있으십니까? - 6)도서관 등을 방문해서 학습한 적이 있다","문C1(참여경험).귀하께서는 지난 1년 간(2013년 7월 - 2014년 6월) 다음과 같은 무형식학습에 참여해 본 적이 있으십니까? - 7)축제^ 박람회^ 음악회 등을 통해 학습한 적이 있다","문E1.귀하께서는 지난 1년 간(2013년 7월 - 2014년 6월) 교육과 학습 참여를 목적으로 관련 정보를 찾아본 경험이 있습니까?","문E1-1.귀하께서는 원하시는 정보를 얻으셨습니까?","문F1-(1).학습경험여부 - 1)영어","문F1-(3)-1.공인시험점수-공인시험 경험 여부 - 1)영어","문F1-(1).학습경험여부 - 2)중국어","문F1-(3)-1.공인시험점수-공인시험 경험 여부 - 2)중국어","문F1-(1).학습경험여부 - 3)일본어","문F1-(3)-1.공인시험점수-공인시험 경험 여부 - 3)일본어","문F2.지난 1년 간(2013년 7월 ~ 2014년 6월) 해당 외국어를 얼마나 자주 사용하셨습니까? - 1)영어","문F5-1) 컴퓨터 활용.컴퓨터와 관련된 다음의 각 영역에 대해서 귀하의 활용능력 수준을 답해 주시기 바랍니다.","문F5-2) 워드프로세서(한글^ MS 워드 등) 작성.컴퓨터와 관련된 다음의 각 영역에 대해서 귀하의 활용능력 수준을 답해 주시기 바랍니다.","문F5-3) 엑셀 활용.컴퓨터와 관련된 다음의 각 영역에 대해서 귀하의 활용능력 수준을 답해 주시기 바랍니다.","문G2.귀하께서는 대다수의 사람들이 기회만 있으면 당신을 이용하려고 한다고 생각하십니까 아니면 정당하게 대우해 준다고 생각하십니까?","문G6.귀하께서는 정치에 얼마나 관심을 갖고 계십니까?","문G13.귀하의 건강은 전반적으로 어떠십니까?","문G15-1.평생학습 참여가 삶의 질 향상에 얼마나 도움이 되었습니까? 또는 평생학습에 참여하지 않으셨다면 얼마나 도움이 될 것이라고 생각하십니까?","성별","연령별(10세)","학력별","경활상태","월 가구소득","지역","가중치","형식교육","비형식교육","전체참여자","직업관련비형식참여자","형식학습 투자시간","비형식교육 투여시간(전체)","직업관련 비형식교육 투여시간","평생학습 개인투자 비용(전체)","형식학습 투자비용","비형식교육  개인투자비용(전체)"
669202,,2,2,2,2,2,,,,,,,2,1,2,2,2,2,2,2,,1,2,2,,2,,1,1,1,1,10,3,5,5,1,3,9,1,4,1,3910.3888303,2,2,2,2,,,,,,
669301,,2,2,2,2,2,,,,,,,1,1,2,1,2,2,2,2,,1,2,2,,2,,5,1,1,1,8,4,4,3,2,2,3,3,2,3,2248.4752949,2,2,2,2,,,,,,
669302,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,1,2,2,,1,2,3,4,3,2,1,4,3,4,1,2,3,1,2,3,3261.8517497,2,2,2,2,,,,,,
669401,,2,2,2,2,2,,,,,,,2,1,2,2,2,2,2,2,,1,2,2,,1,2,2,4,3,3,5,2,3,3,1,2,3,1,3,2,3249.4178141,2,2,2,2,,,,,,
669402,,2,2,2,2,2,,,,,,,2,1,2,1,2,2,2,2,,1,2,2,,2,,1,3,3,2,,2,3,3,2,1,2,3,3,2,2075.9396259,2,2,2,2,,,,,,
669501,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,1,1,2,1,1,2,,2,,1,4,4,3,6,1,3,2,1,2,3,1,2,3,3261.8517497,2,2,2,2,,,,,,
669601,,1,2,1,2,2,0,0,1,0,0,0,2,1,1,1,2,1,1,2,,1,2,2,,2,,1,2,2,2,5,2,4,4,2,2,3,3,3,2,3676.0619757,2,1,1,1,,170,170,150,,150
669701,,2,2,2,2,2,,,,,,,1,1,1,1,1,1,1,1,1,1,2,2,,1,2,1,2,2,2,8,4,4,4,2,3,2,3,4,2,1627.8467053,2,2,2,2,,,,,,
669702,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,1,2,2,,2,,1,1,1,1,8,4,3,4,1,3,3,1,4,2,2022.0074213,2,2,2,2,,,,,,
669703,,2,2,2,2,2,,,,,,,1,1,1,1,1,2,1,1,1,1,1,2,,2,,5,3,3,2,7,2,4,4,2,2,2,1,4,2,1753.2277681,2,2,2,2,,,,,,
669801,,2,2,2,2,2,,,,,,,1,1,1,2,2,2,2,2,,1,2,2,,2,,1,1,1,1,6,3,3,4,1,3,1,1,2,2,3186.0034476,2,2,2,2,,,,,,
669901,,2,2,2,2,2,,,,,,,1,2,1,2,2,2,2,2,,2,,2,,2,,1,1,1,1,5,2,3,4,2,4,1,3,2,2,5568.3584122,2,2,2,2,,,,,,
669902,,2,2,2,2,2,,,,,,,1,2,1,2,2,2,2,2,,2,,2,,2,,1,1,1,1,6,3,3,4,1,3,2,1,2,2,8698.0837883,2,2,2,2,,,,,,
670001,,2,2,2,2,2,,,,,,,2,1,1,2,2,2,2,2,,1,2,2,,2,,1,2,2,2,6,3,3,3,1,4,3,1,1,2,1941.1937848,2,2,2,2,,,,,,
67001,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,2,,2,,2,,1,1,1,1,8,2,3,3,2,4,1,3,1,1,957.28603769,2,2,2,2,,,,,,
6701,,2,2,2,2,2,,,,,,,2,1,2,1,1,1,1,2,,1,2,2,,2,,1,3,3,3,,2,3,3,2,2,3,3,2,2,2240.513639,2,2,2,2,,,,,,
670101,,2,2,2,2,1,0,0,0,0,1,0,1,1,1,1,1,1,2,2,,1,2,2,,2,,1,2,2,2,5,2,3,4,2,2,3,1,4,3,2854.7584033,2,1,1,2,,120,,25,,25
6702,,2,2,2,2,2,,,,,,,1,1,1,1,2,2,2,1,1,1,2,2,,2,,1,3,3,2,5,2,3,3,1,2,3,1,2,2,3028.0748616,2,2,2,2,,,,,,
670201,,2,2,2,2,1,0,0,0,0,1,0,2,1,1,1,1,1,1,1,1,1,2,2,,2,,1,2,2,2,6,2,3,4,2,3,3,3,9,3,2847.2802799,2,1,1,2,,66,,165,,165
670301,,2,2,2,2,1,0,0,0,1,0,0,1,1,1,2,1,1,1,2,,1,2,2,,2,,1,3,3,2,5,2,3,4,2,4,2,3,2,3,2107.7415607,2,1,1,2,,48,,25,,25
670401,,2,2,2,2,1,0,0,0,0,1,0,1,1,1,1,2,1,2,1,1,1,2,2,,1,2,1,2,2,2,5,3,3,4,2,3,3,3,4,3,2847.2802799,2,1,1,2,,330,,55,,55
670402,,2,2,2,2,2,,,,,,,1,1,1,1,2,1,2,2,,1,2,2,,2,,5,4,4,4,6,2,3,4,1,3,3,1,4,3,3870.6438233,2,2,2,2,,,,,,
670501,,2,1,2,2,2,0,0,2,0,0,0,2,2,2,2,1,1,1,2,,1,2,2,,2,,5,3,3,3,8,4,3,3,1,3,2,1,2,1,2986.7964399,2,1,1,1,,28,28,0,,0
670502,,2,2,1,2,2,0,0,0,1,0,0,2,2,2,2,2,2,2,2,,2,,2,,2,,1,2,2,2,7,3,2,2,2,3,2,3,2,1,2707.4116395,2,1,1,2,,10,,0,,0
670601,3,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,2,,2,,2,,1,4,4,4,5,,4,3,1,4,2,1,9,1,3475.6269547,1,2,1,2,432,,,1000,1000,
670701,6,1,1,1,1,1,0,0,1,2,0,0,1,1,1,1,1,1,1,2,,1,1,2,,2,,4,4,4,4,5,3,5,3,1,1,3,1,9,1,4734.5257751,1,1,1,1,96,81,16,75,0,75
670801,,1,2,2,2,2,0,0,0,1,0,0,2,1,1,2,2,2,2,1,1,1,2,2,,1,2,1,1,1,1,8,2,2,4,2,3,2,3,3,1,1710.0670879,2,1,1,2,,9,,0,,0
670802,,2,2,2,2,2,,,,,,,1,1,1,2,2,2,2,2,,1,2,2,,1,2,1,2,1,1,9,3,3,3,1,3,2,1,3,1,2139.7944644,2,2,2,2,,,,,,
670901,,2,2,2,2,1,0,0,0,0,1,0,1,1,1,1,1,2,2,1,1,1,2,2,,2,,1,2,2,2,8,2,5,4,1,4,3,1,3,1,2825.213362,2,1,1,2,,240,,6,,6
670902,,1,1,2,2,1,0,0,2,0,2,0,1,1,1,1,1,1,1,1,1,1,2,2,,2,,3,4,3,2,10,3,4,3,2,1,3,1,3,1,5059.9287117,2,1,1,1,,116,44,60,,60
671002,,2,1,2,2,2,0,0,1,0,0,0,2,1,2,1,2,2,1,2,,1,1,2,,2,,5,4,4,4,8,2,4,4,2,2,3,1,2,1,1821.41518,2,1,1,1,,16,16,0,,0
67101,,2,2,2,2,2,,,,,,,1,1,2,2,2,2,2,2,,1,2,2,,1,2,2,4,4,4,7,2,4,4,2,1,3,3,2,1,5336.9900973,2,2,2,2,,,,,,
67102,,2,2,2,2,2,,,,,,,1,1,1,2,2,1,2,2,,1,1,2,,1,2,2,4,4,4,8,3,5,5,1,1,3,1,2,1,4798.0529581,2,2,2,2,,,,,,
671102,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,2,,2,,2,,1,1,1,1,8,2,3,4,2,4,1,3,1,1,1642.5009696,2,2,2,2,,,,,,
671201,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,1,2,2,,2,,1,1,1,1,2,2,4,4,2,3,2,1,2,3,3123.9692156,2,2,2,2,,,,,,
671301,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,1,2,2,,2,,1,1,1,1,3,3,4,3,1,3,2,1,2,3,4561.8965291,2,2,2,2,,,,,,
671401,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,1,2,2,,2,,1,1,1,1,3,2,4,4,2,3,2,1,2,3,3123.9692156,2,2,2,2,,,,,,
671501,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,1,2,2,,2,,1,1,1,1,3,2,4,4,2,3,2,1,2,3,3123.9692156,2,2,2,2,,,,,,
671601,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,1,2,2,,2,,1,1,1,1,6,1,2,3,2,4,1,3,1,2,1315.3103172,2,2,2,2,,,,,,
671701,,2,2,2,2,2,,,,,,,1,2,2,2,2,2,2,1,2,1,1,2,,2,,4,3,3,3,7,3,3,3,1,3,3,1,4,1,2147.8624661,2,2,2,2,,,,,,
671702,,2,2,2,2,2,,,,,,,1,2,2,2,2,2,2,2,,1,2,2,,2,,4,4,4,4,7,2,3,3,2,3,3,1,4,1,1946.9515107,2,2,2,2,,,,,,
671801,,2,2,1,2,2,0,0,0,1,0,0,1,1,2,1,2,2,2,1,1,1,2,2,,2,,4,3,2,2,6,2,3,3,1,3,3,1,4,1,2147.8624661,2,1,1,2,,8,,3,,3
671901,,2,2,2,2,2,,,,,,,1,1,2,2,2,2,2,2,,1,1,2,,2,,4,3,3,3,7,2,3,3,1,1,3,1,4,1,2127.930044,2,2,2,2,,,,,,
672001,,2,2,2,2,2,,,,,,,1,1,2,2,2,2,2,2,,1,2,2,,2,,4,3,3,3,7,2,4,3,1,1,3,1,3,1,2127.930044,2,2,2,2,,,,,,
67201,,2,2,2,2,2,,,,,,,2,1,2,2,1,2,1,2,,1,2,2,,2,,1,1,1,1,5,2,2,4,2,3,1,1,3,1,2855.6586332,2,2,2,2,,,,,,
67202,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,2,,2,,2,,1,1,1,1,7,3,3,4,1,4,1,1,3,1,2475.7328213,2,2,2,2,,,,,,
672101,,2,2,2,2,1,0,0,0,0,1,0,2,2,2,2,2,2,2,2,,1,2,2,,2,,1,3,3,2,7,2,4,4,2,1,3,1,2,1,3638.691548,2,1,1,2,,60,,180,,180
672201,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,2,,2,,2,,1,1,1,1,5,3,4,3,2,4,2,3,2,1,1325.393004,2,2,2,2,,,,,,
672301,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,1,2,1,2,2,,1,3,3,3,8,3,3,3,1,1,3,1,2,1,2127.930044,2,2,2,2,,,,,,
672401,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,1,2,2,,2,,1,2,2,2,8,3,4,4,1,2,3,1,3,1,2006.2010297,2,2,2,2,,,,,,
672402,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,1,2,2,,2,,1,3,3,2,7,2,3,3,2,2,3,3,3,1,1535.3030864,2,2,2,2,,,,,,
672501,,2,2,2,2,2,,,,,,,1,2,2,2,2,2,2,2,,1,2,2,,2,,3,1,1,1,7,2,4,3,2,4,2,3,1,1,1208.7794786,2,2,2,2,,,,,,
672601,,2,2,2,2,2,,,,,,,1,1,2,2,2,2,2,2,,1,2,2,,2,,3,1,1,1,7,2,3,3,1,4,2,2,9,1,1852.9107454,2,2,2,2,,,,,,
672602,,2,2,2,2,2,,,,,,,1,2,2,2,2,2,2,2,,1,2,2,,2,,1,1,1,1,6,3,4,3,2,4,1,3,9,1,1137.9494969,2,2,2,2,,,,,,
672701,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,1,2,2,,2,,1,2,2,1,8,2,4,3,2,4,2,1,2,1,1208.7794786,2,2,2,2,,,,,,
672703,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,1,2,2,,2,,1,3,2,2,7,2,4,3,1,2,3,1,2,1,1870.382013,2,2,2,2,,,,,,
672801,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,2,,2,,2,,1,2,1,1,8,2,3,3,1,4,2,2,1,1,1539.4125533,2,2,2,2,,,,,,
672901,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,1,2,2,,2,,1,2,2,1,7,2,4,3,1,4,2,1,3,1,1539.4125533,2,2,2,2,,,,,,
672902,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,1,2,2,,2,,1,2,2,2,7,4,3,4,2,3,2,1,3,1,1775.6507124,2,2,2,2,,,,,,
673002,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,1,2,2,,2,,1,2,2,1,8,2,4,4,2,3,3,1,3,1,1664.8903154,2,2,2,2,,,,,,
67301,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,2,,2,,2,,1,1,1,1,6,2,2,3,2,3,1,3,1,1,2855.6586332,2,2,2,2,,,,,,
673102,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,2,,2,,2,,1,1,1,1,7,3,4,4,2,4,1,1,2,1,1556.5268022,2,2,2,2,,,,,,
673201,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,1,2,1,2,2,,1,2,2,2,7,2,4,4,1,3,3,1,3,1,1973.8161647,2,2,2,2,,,,,,
673202,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,1,2,1,2,2,,1,3,2,1,8,2,4,4,2,3,2,3,3,1,1664.8903154,2,2,2,2,,,,,,
673301,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,1,2,1,2,2,,1,3,2,2,8,2,3,3,1,2,3,1,3,1,1989.1428918,2,2,2,2,,,,,,
673402,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,1,2,2,,2,,1,2,2,2,9,3,4,4,2,2,3,1,4,1,1489.1285574,2,2,2,2,,,,,,
673502,,2,2,2,2,2,,,,,,,1,2,2,2,2,2,2,1,1,2,,2,,2,,1,1,1,1,6,2,3,3,2,4,1,3,3,1,1210.2041922,2,2,2,2,,,,,,
673601,,2,2,1,2,2,0,0,0,1,0,0,1,1,2,2,2,2,2,1,1,1,1,2,,2,,4,4,4,4,6,3,4,3,1,3,3,1,4,1,1973.8161647,2,1,1,2,,70,,32,,32
673701,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,1,1,1,2,2,,1,3,3,2,7,2,4,3,2,1,3,1,2,1,3529.2572157,2,2,2,2,,,,,,
673801,,2,2,2,2,2,,,,,,,1,1,1,1,1,2,1,2,,1,2,2,,1,2,3,1,1,1,8,4,5,4,2,2,2,3,2,1,1626.0759873,2,2,2,2,,,,,,
673901,,2,2,2,2,2,,,,,,,1,2,1,1,2,2,1,1,1,1,2,2,,2,,1,1,1,1,8,3,5,3,2,4,1,3,3,1,1737.1087291,2,2,2,2,,,,,,
674001,,2,2,2,2,2,,,,,,,1,1,1,1,1,2,1,1,1,1,2,2,,1,2,1,4,4,4,10,1,5,4,1,2,3,1,4,1,3745.5016615,2,2,2,2,,,,,,
67401,,2,1,2,2,2,0,0,1,0,0,0,1,2,2,2,2,2,2,2,,1,2,2,,2,,1,1,1,1,7,4,5,4,1,3,2,2,1,1,1647.887691,2,1,1,1,,16,16,0,,0
67402,,2,2,2,2,1,0,0,0,1,0,0,1,2,1,2,2,2,2,1,2,2,,2,,2,,1,2,2,1,4,1,3,2,2,3,1,1,1,1,1316.9482171,2,1,1,2,,4,,0,,0
674101,,1,2,2,2,2,0,0,0,0,1,0,1,1,1,2,1,2,1,1,1,1,1,2,,2,,2,3,3,3,10,3,5,5,1,2,3,1,3,1,3420.6251516,2,1,1,2,,192,,96,,96
674102,,1,2,2,2,2,0,0,0,0,1,0,1,1,1,2,1,2,1,1,1,1,1,2,,1,2,5,3,3,3,10,3,4,5,2,2,3,1,3,1,2864.9835814,2,1,1,2,,192,,96,,96
674201,,2,1,2,2,2,0,0,12,0,0,0,1,2,1,2,2,2,2,1,1,1,2,2,,2,,3,1,1,1,8,3,4,4,2,4,1,1,4,1,938.65104906,2,1,1,1,,12,12,0,,0
674301,,1,2,2,2,2,0,0,0,1,0,0,2,1,1,2,2,2,1,1,2,1,2,2,,1,2,3,1,1,1,8,4,5,4,2,2,2,1,3,1,1487.8507092,2,1,1,2,,6,,3,,3
674401,,1,1,2,2,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,2,2,,2,,3,1,1,1,8,4,5,3,2,2,3,1,3,1,3139.4884601,2,1,1,1,,210,10,70,,70
674501,,2,2,2,2,2,,,,,,,1,1,1,1,2,2,2,2,,1,2,2,,2,,1,1,1,1,2,1,3,2,1,3,1,2,1,1,3942.034684,2,2,2,2,,,,,,
674601,,2,2,2,2,2,,,,,,,1,2,1,2,2,2,1,1,1,1,2,2,,2,,2,1,1,1,7,3,3,4,2,4,2,3,2,1,1452.2135688,2,2,2,2,,,,,,
674701,,2,2,2,2,2,,,,,,,1,2,1,2,2,2,2,1,1,1,2,2,,2,,2,1,1,1,5,3,3,4,1,4,3,1,2,1,4046.2788375,2,2,2,2,,,,,,
674801,,1,2,2,2,1,0,0,0,0,1,0,1,2,1,1,1,2,2,1,1,1,2,2,,2,,1,1,1,1,9,3,5,4,2,3,2,3,3,1,2116.8170984,2,1,1,2,,6,,2,,2
674901,,2,2,2,2,2,,,,,,,1,2,1,2,2,2,2,1,1,2,,2,,2,,1,1,1,1,2,4,5,2,2,4,1,1,2,1,2088.0928544,2,2,2,2,,,,,,
675001,,2,2,2,2,2,,,,,,,1,1,1,1,2,2,1,1,1,1,2,2,,2,,2,1,1,1,9,2,3,4,2,3,2,3,2,1,2116.8170984,2,2,2,2,,,,,,
67501,,2,2,2,2,2,,,,,,,2,2,1,2,2,2,2,2,,2,,2,,2,,1,1,1,1,8,3,3,2,1,3,1,1,2,1,2984.8312779,2,2,2,2,,,,,,
67502,,2,2,2,2,2,,,,,,,2,2,1,2,2,2,2,2,,1,2,2,,2,,1,2,2,2,8,2,4,3,2,3,1,3,2,1,2517.6694651,2,2,2,2,,,,,,
675101,,1,2,2,2,1,0,0,0,0,1,0,1,1,1,2,2,2,2,1,1,1,2,2,,1,2,3,2,2,2,8,2,5,4,1,2,3,1,3,1,4650.8722672,2,1,1,2,,180,,72,,72
675201,,2,2,2,2,2,,,,,,,1,1,1,1,1,2,1,1,1,1,1,2,,1,2,3,2,3,2,7,3,5,5,2,2,3,3,3,1,1964.7080823,2,2,2,2,,,,,,
675202,,1,2,2,2,1,0,0,0,0,2,0,1,1,1,1,1,2,1,1,1,1,2,2,,2,,3,2,3,3,7,3,5,5,1,1,3,1,3,1,4799.3562566,2,1,1,2,,204,,0,,0
675301,,2,2,2,2,2,,,,,,,1,1,1,2,1,1,1,1,1,1,2,2,,2,,4,3,2,2,7,2,5,4,2,2,3,3,3,1,1964.7080823,2,2,2,2,,,,,,
675302,,2,1,2,2,2,0,0,1,0,0,0,1,1,1,1,1,2,1,1,1,1,2,2,,2,,3,4,4,4,6,3,5,4,1,2,3,1,3,1,4650.8722672,2,1,1,1,,2,2,0,,0
675401,,2,2,2,2,2,,,,,,,1,1,2,1,2,1,2,1,1,1,2,2,,1,2,2,2,2,2,7,3,4,3,1,3,3,1,3,1,2900.6768558,2,2,2,2,,,,,,
675501,,2,2,2,2,2,,,,,,,1,1,1,1,2,1,2,1,1,1,2,2,,1,2,3,2,2,1,6,3,5,4,2,2,2,1,4,1,1964.7080823,2,2,2,2,,,,,,
675601,,2,2,2,2,2,,,,,,,1,1,1,1,1,1,2,2,,1,2,1,2,1,2,3,2,2,2,7,3,5,4,2,2,2,3,3,1,1964.7080823,2,2,2,2,,,,,,
675701,,1,1,2,2,1,0,0,3,0,3,0,1,1,2,1,1,1,1,1,1,1,2,2,,1,2,5,2,2,4,9,2,5,5,1,3,3,1,4,1,2900.6768558,2,1,1,1,,498,8,102,,102
675801,,2,1,2,2,2,0,0,2,0,0,0,1,1,1,1,1,1,1,1,1,1,2,2,,1,1,4,3,3,1,8,3,5,4,2,1,3,1,4,1,2337.7525418,2,1,1,1,,20,20,0,,0
675901,,2,2,2,2,2,,,,,,,1,1,1,1,1,2,1,2,,1,2,2,,2,,2,1,1,1,6,3,4,4,2,4,1,3,4,1,1134.1261521,2,2,2,2,,,,,,
676001,,2,1,2,2,2,0,0,1,0,0,0,1,1,1,1,2,2,2,1,1,1,2,2,,1,2,3,3,3,3,6,2,5,4,2,2,3,1,4,1,1797.6972395,2,1,1,1,,80,80,10,,10
676002,,1,1,2,2,1,0,0,2,0,1,0,1,1,2,1,2,2,2,1,1,1,2,2,,1,2,5,3,3,2,7,3,5,4,1,3,3,1,4,1,2900.6768558,2,1,1,1,,274,14,60,,60
67601,,2,2,2,2,2,,,,,,,2,2,1,2,2,2,2,2,,2,,2,,2,,1,1,1,1,9,1,3,4,2,4,1,3,9,1,1830.0870111,2,2,2,2,,,,,,
676101,,2,2,2,1,2,0,0,3,0,0,0,1,1,1,1,2,2,2,1,1,1,2,2,,2,,1,1,1,1,8,2,5,2,2,3,2,1,4,1,2807.7076794,2,1,1,1,,9,9,10,,10
676201,,2,1,2,2,1,0,0,1,0,3,0,1,1,1,1,1,2,1,1,1,1,2,2,,1,2,1,2,3,1,7,2,5,5,2,2,3,1,3,1,2932.5929941,2,1,1,1,,714,10,361,,361
676301,,1,2,2,2,2,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,2,2,,1,2,1,1,1,1,8,3,3,4,2,2,2,3,3,1,2932.5929941,2,1,1,2,,390,,95,,95
676302,,2,1,2,2,2,0,0,2,0,0,0,1,1,1,1,1,1,1,1,1,1,2,2,,1,2,1,4,4,4,9,3,5,4,1,2,3,1,3,1,5158.1097352,2,1,1,1,,138,138,36,,36
676401,,2,2,2,2,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,2,2,,1,2,1,3,3,3,9,3,5,4,2,2,3,1,2,1,2932.5929941,2,1,1,2,,180,,70,,70
676501,,2,2,2,2,2,,,,,,,1,2,1,1,2,2,2,2,,1,2,2,,2,,1,1,1,1,8,2,3,3,2,3,1,3,2,1,3627.6765753,2,2,2,2,,,,,,
676601,,2,2,2,2,2,,,,,,,1,1,1,1,1,1,1,2,,1,2,2,,1,2,2,1,1,1,2,3,4,3,2,3,2,1,3,1,3005.7924425,2,2,2,2,,,,,,
676701,,1,1,2,2,1,0,0,2,0,2,0,1,1,1,1,2,1,2,1,1,1,2,2,,2,,3,2,2,2,8,3,4,5,2,3,2,1,2,1,3005.7924425,2,1,1,1,,50,16,30,,30
676702,,2,2,2,2,2,,,,,,,1,2,1,2,2,2,1,2,,1,2,2,,2,,2,1,1,1,3,2,3,2,1,3,2,2,2,1,3942.034684,2,2,2,2,,,,,,
676801,,2,2,2,2,2,,,,,,,2,2,1,1,2,2,1,2,,1,2,2,,2,,1,1,1,1,2,2,2,3,1,3,2,2,1,1,3942.034684,2,2,2,2,,,,,,
676901,,2,1,2,2,2,0,0,1,0,0,0,1,1,1,2,2,2,2,1,1,1,2,2,,2,,1,1,1,1,8,3,5,4,2,3,2,1,4,1,1751.9678797,2,1,1,1,,10,10,0,,0
677001,,1,2,2,2,1,0,0,0,0,2,0,1,1,1,2,2,2,2,1,1,1,2,2,,2,,2,2,1,1,8,3,3,3,2,4,1,3,4,1,938.65104906,2,1,1,2,,65,,40,,40
677002,,2,1,2,2,2,0,0,1,0,0,0,1,1,1,1,1,1,1,2,,1,2,2,,2,,2,2,2,1,8,3,5,5,1,2,2,1,4,1,2527.7105929,2,1,1,1,,20,20,0,,0
