"ID","문A1-1.귀하께서 참여하신 교육 과정은 무엇입니까?","문B1.귀하께서는 지난 1년 간(2013년 7월 - 2014년 6월)다음 유형의 비형식 교육에 참여한 경험이 있습니까? - 1)일정 장소에서 강사가 강의하는 강좌","문B1.귀하께서는 지난 1년 간(2013년 7월 - 2014년 6월)다음 유형의 비형식 교육에 참여한 경험이 있습니까? - 2)직장 내 직무 연수 프로그램","문B1.귀하께서는 지난 1년 간(2013년 7월 - 2014년 6월)다음 유형의 비형식 교육에 참여한 경험이 있습니까? - 3)원격/사이버 강좌 수강","문B1.귀하께서는 지난 1년 간(2013년 7월 - 2014년 6월)다음 유형의 비형식 교육에 참여한 경험이 있습니까? - 4)전문적인 세미나 및 워크숍^학습 동아리","문B1.귀하께서는 지난 1년 간(2013년 7월 - 2014년 6월)다음 유형의 비형식 교육에 참여한 경험이 있습니까? - 5)기타 강좌 및 개인교습","문B2(개).지난 1년간(2013년 7월 -  2014년 6월)비형식 교육에 참여한 프로그램 수는 몇개 입니까? - (1)학력보완 교육","문B2(개).지난 1년간(2013년 7월 -  2014년 6월)비형식 교육에 참여한 프로그램 수는 몇개 입니까? - (2)성인기초 및 문자해득교육","문B2(개).지난 1년간(2013년 7월 -  2014년 6월)비형식 교육에 참여한 프로그램 수는 몇개 입니까? - (3)직업능력향상교육","문B2(개).지난 1년간(2013년 7월 -  2014년 6월)비형식 교육에 참여한 프로그램 수는 몇개 입니까? - (4)인문교양교육","문B2(개).지난 1년간(2013년 7월 -  2014년 6월)비형식 교육에 참여한 프로그램 수는 몇개 입니까? - (5)문화예술 스포츠 교육","문B2(개).지난 1년간(2013년 7월 -  2014년 6월)비형식 교육에 참여한 프로그램 수는 몇개 입니까? - (6)시민참여교육","문C1(참여경험).귀하께서는 지난 1년 간(2013년 7월 - 2014년 6월) 다음과 같은 무형식학습에 참여해 본 적이 있으십니까? - 1)가족^ 친구 또는 직장동료나 상사의 도움이나 조언을 통해 학습한 적이 ?F1","문C1(참여경험).귀하께서는 지난 1년 간(2013년 7월 - 2014년 6월) 다음과 같은 무형식학습에 참여해 본 적이 있으십니까? - 2)컴퓨터나 인터넷을 활용해서 새로운 정보나 사실을 학습한 적이 있다","문C1(참여경험).귀하께서는 지난 1년 간(2013년 7월 - 2014년 6월) 다음과 같은 무형식학습에 참여해 본 적이 있으십니까? - 3)학습을 목적으로 텔레비전^ 라디오^ 비디오를 활용해서 학습한 적이 있다","문C1(참여경험).귀하께서는 지난 1년 간(2013년 7월 - 2014년 6월) 다음과 같은 무형식학습에 참여해 본 적이 있으십니까? - 4)인쇄매체(책이나 전문잡지 등)를 활용해서 학습해 본 적이 있다","문C1(참여경험).귀하께서는 지난 1년 간(2013년 7월 - 2014년 6월) 다음과 같은 무형식학습에 참여해 본 적이 있으십니까? - 5)역사적.자연적.산업적 장소를 방문해서 학습한 적이 있다","문C1(참여경험).귀하께서는 지난 1년 간(2013년 7월 - 2014년 6월) 다음과 같은 무형식학습에 참여해 본 적이 있으십니까? - 6)도서관 등을 방문해서 학습한 적이 있다","문C1(참여경험).귀하께서는 지난 1년 간(2013년 7월 - 2014년 6월) 다음과 같은 무형식학습에 참여해 본 적이 있으십니까? - 7)축제^ 박람회^ 음악회 등을 통해 학습한 적이 있다","문E1.귀하께서는 지난 1년 간(2013년 7월 - 2014년 6월) 교육과 학습 참여를 목적으로 관련 정보를 찾아본 경험이 있습니까?","문E1-1.귀하께서는 원하시는 정보를 얻으셨습니까?","문F1-(1).학습경험여부 - 1)영어","문F1-(3)-1.공인시험점수-공인시험 경험 여부 - 1)영어","문F1-(1).학습경험여부 - 2)중국어","문F1-(3)-1.공인시험점수-공인시험 경험 여부 - 2)중국어","문F1-(1).학습경험여부 - 3)일본어","문F1-(3)-1.공인시험점수-공인시험 경험 여부 - 3)일본어","문F2.지난 1년 간(2013년 7월 ~ 2014년 6월) 해당 외국어를 얼마나 자주 사용하셨습니까? - 1)영어","문F5-1) 컴퓨터 활용.컴퓨터와 관련된 다음의 각 영역에 대해서 귀하의 활용능력 수준을 답해 주시기 바랍니다.","문F5-2) 워드프로세서(한글^ MS 워드 등) 작성.컴퓨터와 관련된 다음의 각 영역에 대해서 귀하의 활용능력 수준을 답해 주시기 바랍니다.","문F5-3) 엑셀 활용.컴퓨터와 관련된 다음의 각 영역에 대해서 귀하의 활용능력 수준을 답해 주시기 바랍니다.","문G2.귀하께서는 대다수의 사람들이 기회만 있으면 당신을 이용하려고 한다고 생각하십니까 아니면 정당하게 대우해 준다고 생각하십니까?","문G6.귀하께서는 정치에 얼마나 관심을 갖고 계십니까?","문G13.귀하의 건강은 전반적으로 어떠십니까?","문G15-1.평생학습 참여가 삶의 질 향상에 얼마나 도움이 되었습니까? 또는 평생학습에 참여하지 않으셨다면 얼마나 도움이 될 것이라고 생각하십니까?","성별","연령별(10세)","학력별","경활상태","월 가구소득","지역","가중치","형식교육","비형식교육","전체참여자","직업관련비형식참여자","형식학습 투자시간","비형식교육 투여시간(전체)","직업관련 비형식교육 투여시간","평생학습 개인투자 비용(전체)","형식학습 투자비용","비형식교육  개인투자비용(전체)"
476501,,2,2,2,2,2,,,,,,,2,2,1,2,2,2,2,2,,1,2,2,,2,,1,1,1,1,5,4,4,3,2,3,2,1,3,1,1980.6687854,2,2,2,2,,,,,,
476601,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,1,1,1,1,2,2,,2,,1,1,1,1,6,2,4,4,2,4,2,1,2,1,1473.0238365,2,2,2,2,,,,,,
476701,,2,2,2,2,2,,,,,,,2,2,1,2,2,2,1,2,,1,2,2,,2,,1,1,1,2,4,3,2,4,1,3,1,1,2,1,2439.4720417,2,2,2,2,,,,,,
476801,,2,1,2,2,2,0,0,1,0,0,0,2,2,1,2,1,2,1,2,,1,2,2,,2,,1,1,1,1,6,2,2,5,2,4,1,1,1,1,1687.5923705,2,1,1,1,,88,88,6,,6
476901,,2,1,2,2,2,0,0,1,0,0,0,2,1,1,1,1,2,2,1,1,1,2,2,,1,2,4,3,3,2,8,3,5,4,1,4,2,1,3,1,1700.6936749,2,1,1,1,,72,72,10,,10
477001,,2,2,2,2,2,,,,,,,2,1,1,2,2,2,2,2,,1,2,2,,2,,1,3,3,3,8,4,5,4,2,1,2,3,4,2,2770.0819383,2,2,2,2,,,,,,
477002,,2,1,2,2,2,0,0,1,0,0,0,2,2,1,2,2,2,2,2,,1,2,2,,2,,1,3,3,3,5,3,4,5,1,2,2,1,4,2,4335.9418957,2,1,1,1,,50,50,0,,0
47701,,2,2,2,2,1,0,0,0,0,0,1,1,1,1,1,1,2,1,1,1,1,2,1,2,2,,2,1,2,2,7,2,4,3,1,2,2,1,3,3,1498.980213,2,1,1,2,,2,,0,,0
47702,,2,2,2,2,2,,,,,,,2,1,1,1,2,2,1,1,1,1,2,2,,2,,2,3,3,2,1,2,4,3,2,2,2,1,3,3,874.15287716,2,2,2,2,,,,,,
477101,,2,1,2,2,2,0,0,1,0,0,0,2,2,1,2,2,1,1,1,2,1,2,2,,2,,1,4,4,4,7,3,5,5,2,2,3,1,2,2,2393.5337453,2,1,1,1,,370,370,10,,10
477102,,2,1,2,2,2,0,0,1,0,0,0,2,1,1,2,2,2,1,2,,1,2,2,,2,,5,4,4,4,4,4,5,4,1,2,3,2,2,2,4036.6007212,2,1,1,1,,50,50,0,,0
477201,,2,1,2,2,2,0,0,1,0,0,0,1,2,1,2,2,2,1,2,,1,2,2,,2,,1,2,2,2,7,2,4,2,2,2,2,1,4,2,2393.5337453,2,1,1,1,,50,50,0,,0
477202,,2,1,2,2,2,0,0,1,0,0,0,2,2,1,2,2,2,1,2,,1,2,2,,2,,1,2,2,2,5,3,5,5,1,2,2,1,4,2,3234.8829474,2,1,1,1,,50,50,0,,0
477301,,2,2,2,2,1,0,0,0,1,0,0,2,1,1,1,1,1,1,1,2,1,2,2,,2,,4,2,2,2,7,3,5,5,2,2,3,3,2,2,2393.5337453,2,1,1,2,,3,,0,,0
477302,,2,1,2,2,2,0,0,1,0,0,0,1,1,1,1,1,1,1,2,,1,2,2,,2,,5,4,3,3,5,4,5,4,1,2,3,1,2,2,4036.6007212,2,1,1,1,,112,112,12,,12
477401,,2,2,2,2,2,,,,,,,2,2,1,2,2,2,2,2,,1,2,2,,2,,1,3,2,2,2,3,4,3,2,3,2,1,2,2,2775.240056,2,2,2,2,,,,,,
477501,,2,2,2,2,2,,,,,,,2,2,1,2,2,2,2,2,,1,2,2,,2,,1,1,1,1,5,3,4,4,2,3,2,3,4,2,2775.240056,2,2,2,2,,,,,,
477502,,2,1,2,2,2,0,0,1,0,0,0,2,2,1,1,2,2,1,2,,1,2,2,,2,,1,4,3,3,9,3,5,4,1,3,3,1,4,2,3772.7110524,2,1,1,1,,1650,1650,10,,10
477601,,2,1,2,2,2,0,0,1,0,0,0,1,1,1,1,2,2,1,1,2,2,,2,,2,,1,1,1,1,2,3,5,4,2,4,1,1,2,2,2054.4127139,2,1,1,1,,16,16,0,,0
477701,,2,1,2,2,2,0,0,1,0,0,0,2,2,1,1,2,2,1,2,,2,,2,,2,,1,1,1,1,5,2,5,4,2,3,1,1,2,2,2583.5380333,2,1,1,1,,64,64,1,,1
477702,,2,2,2,2,2,,,,,,,2,2,1,2,2,2,1,1,2,1,2,2,,2,,1,2,2,2,5,3,4,4,2,1,2,2,2,2,2578.8433099,2,2,2,2,,,,,,
477801,,2,2,2,2,1,0,0,0,1,1,0,2,2,1,2,2,2,2,2,,1,2,2,,2,,1,2,2,2,6,3,5,4,2,4,2,3,3,2,1832.4197652,2,1,1,2,,344,,53,,53
477803,,2,1,2,2,2,0,0,1,0,0,0,1,1,1,1,2,2,2,2,,1,2,2,,2,,1,3,3,3,5,3,4,4,2,2,2,1,3,2,2782.5289723,2,1,1,1,,50,50,0,,0
477901,,2,2,2,2,1,0,0,0,0,1,0,2,2,1,2,2,2,1,2,,1,2,2,,2,,1,1,1,1,4,3,5,5,2,2,2,1,4,2,2393.5337453,2,1,1,2,,144,,108,,108
477902,,2,1,2,2,2,0,0,1,0,0,0,2,2,1,2,2,2,1,2,,1,2,2,,2,,1,3,3,3,7,3,5,5,1,2,2,1,4,2,3234.8829474,2,1,1,1,,60,60,0,,0
478001,,2,2,2,2,2,,,,,,,2,2,1,2,2,2,2,2,,2,,2,,2,,1,1,1,1,8,2,3,4,2,4,1,3,4,2,1832.4197652,2,2,2,2,,,,,,
478002,,2,2,2,2,2,,,,,,,2,1,1,2,2,2,2,2,,1,2,2,,2,,1,2,2,2,5,3,5,4,1,1,3,1,4,2,3276.0841814,2,2,2,2,,,,,,
478003,,2,1,2,2,2,0,0,1,0,0,0,2,1,1,2,2,2,2,2,,1,2,2,,2,,5,3,3,3,8,3,5,4,2,1,3,1,4,2,2578.8433099,2,1,1,1,,16,16,0,,0
478101,,2,2,2,2,2,,,,,,,2,1,1,1,1,2,2,1,2,1,2,2,,2,,1,3,3,2,5,2,5,4,2,1,3,1,4,2,1877.5370814,2,2,2,2,,,,,,
478102,,2,2,2,2,2,,,,,,,2,1,1,1,1,1,1,2,,1,2,2,,2,,1,2,3,3,6,4,5,4,1,2,3,1,4,2,2355.1693368,2,2,2,2,,,,,,
478201,,2,2,2,2,1,0,0,0,1,0,0,2,1,1,2,1,1,1,2,,1,2,2,,2,,1,2,2,2,3,3,5,4,2,3,3,3,4,2,1880.9550934,2,1,1,2,,6,,0,,0
478202,,2,2,2,2,2,,,,,,,2,1,1,2,2,1,1,2,,1,2,2,,2,,1,2,2,2,7,2,4,5,1,3,3,1,4,2,2336.4025282,2,2,2,2,,,,,,
478301,,2,1,2,2,2,0,0,1,0,0,0,2,1,1,2,2,1,1,2,,1,1,2,,1,2,5,3,3,3,9,2,5,4,1,2,3,1,4,2,2355.1693368,2,1,1,1,,170,170,45,,45
478302,,2,2,2,2,2,,,,,,,2,1,1,2,2,1,1,1,2,1,1,2,,2,,5,3,3,3,5,2,4,5,2,2,3,1,4,2,1742.6217193,2,2,2,2,,,,,,
478501,,1,1,1,2,2,0,0,4,3,0,0,1,1,1,1,1,2,1,1,1,1,2,2,,1,2,2,3,2,2,8,3,3,4,1,4,2,1,4,3,2975.4581661,2,1,1,1,,592,427,75,,75
478502,,1,2,2,2,1,0,0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,2,2,,1,2,1,1,1,1,5,2,2,3,2,3,2,3,4,3,3041.6094283,2,1,1,2,,84,,20,,20
479801,,1,2,2,2,2,0,0,1,0,0,0,1,2,1,1,2,2,1,1,1,1,2,2,,2,,1,2,1,1,5,2,4,4,1,4,2,1,2,3,1936.7362039,2,1,1,1,,16,16,0,,0
479901,,1,2,2,2,2,0,0,1,0,0,0,2,2,2,2,2,2,2,1,1,1,2,2,,2,,1,1,1,1,6,2,4,4,2,4,1,2,2,3,1588.0077037,2,1,1,1,,2,2,0,,0
479902,,1,2,2,2,2,0,0,1,0,0,0,2,2,2,1,2,2,1,1,1,1,2,2,,2,,1,1,1,1,10,2,4,4,1,4,2,1,2,3,2568.3690318,2,1,1,1,,2,2,0,,0
480001,,1,2,2,2,2,0,0,1,0,0,0,2,2,2,1,1,2,1,1,1,2,,2,,2,,1,1,1,1,7,2,2,4,1,4,1,1,2,3,2568.3690318,2,1,1,1,,16,16,0,,0
480002,,1,2,2,2,2,0,0,1,0,0,0,1,2,2,1,1,2,1,1,1,2,,2,,2,,1,1,1,1,6,2,2,4,2,4,1,1,2,3,1588.0077037,2,1,1,1,,16,16,0,,0
4801,,2,2,2,2,2,,,,,,,1,1,1,2,2,2,2,2,,2,,2,,2,,1,1,1,1,8,3,4,2,1,4,1,2,1,2,2636.3427786,2,2,2,2,,,,,,
480101,,2,2,2,2,2,,,,,,,1,1,1,1,2,2,2,1,1,1,2,2,,2,,4,3,3,3,8,2,3,5,2,2,3,1,3,2,2840.2381567,2,2,2,2,,,,,,
480201,,2,2,2,2,2,,,,,,,1,1,1,1,1,1,1,1,2,1,1,2,,2,,4,4,4,3,6,3,3,5,1,1,2,3,2,2,9969.7908091,2,2,2,2,,,,,,
480301,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,2,,2,,2,,1,1,1,1,5,3,4,4,2,4,1,1,3,2,2506.5153188,2,2,2,2,,,,,,
480401,,2,2,2,2,2,,,,,,,2,2,1,2,1,2,1,2,,1,2,2,,2,,1,1,1,1,4,2,3,4,1,3,1,1,2,2,3369.8948626,2,2,2,2,,,,,,
480402,,2,2,2,2,2,,,,,,,2,1,2,2,1,2,1,2,,1,2,2,,2,,5,3,3,2,4,2,4,4,2,1,2,1,2,2,2750.4618204,2,2,2,2,,,,,,
480501,,2,2,2,2,2,,,,,,,2,2,1,1,1,2,1,2,,1,2,2,,2,,1,1,1,1,3,3,2,3,2,3,1,3,1,2,3845.7659346,2,2,2,2,,,,,,
480502,,2,2,2,2,2,,,,,,,1,2,2,1,1,2,1,2,,1,2,2,,2,,1,1,1,1,7,,3,4,2,1,1,3,1,2,2750.4618204,2,2,2,2,,,,,,
480601,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,1,2,2,,2,,1,1,1,1,5,2,4,3,1,3,1,1,2,2,7847.8735252,2,2,2,2,,,,,,
480701,,1,2,2,2,2,0,0,1,0,0,0,1,1,2,1,1,2,2,2,,1,2,2,,2,,1,2,2,2,5,2,4,2,1,4,2,1,3,2,4053.9200832,2,1,1,1,,16,16,0,,0
480801,,2,2,2,2,2,,,,,,,2,2,1,2,1,2,1,2,,1,2,2,,2,,1,1,1,1,8,3,2,4,2,4,1,1,3,2,12426,2,2,2,2,,,,,,
480901,,2,2,2,2,2,,,,,,,1,1,1,1,1,2,1,1,1,1,2,2,,1,2,5,3,4,3,7,2,2,4,2,1,3,1,3,2,2750.4618204,2,2,2,2,,,,,,
481001,,2,2,2,2,2,,,,,,,1,1,2,2,1,1,2,1,2,1,2,2,,2,,1,2,2,2,5,1,3,3,1,1,3,1,2,2,8698.4389756,2,2,2,2,,,,,,
481101,,2,2,2,2,2,,,,,,,1,2,1,1,1,2,2,2,,2,,2,,2,,1,1,1,1,5,2,4,4,2,4,1,1,4,2,3231.0549031,2,2,2,2,,,,,,
481201,,2,2,2,2,2,,,,,,,1,1,1,1,1,1,1,2,,1,2,2,,2,,1,1,1,1,5,3,3,5,2,3,2,1,3,2,4331.9758495,2,2,2,2,,,,,,
481301,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,1,2,1,2,2,,2,,3,2,2,2,7,3,4,3,1,3,2,2,3,1,6111.3029198,2,2,2,2,,,,,,
481402,,2,2,2,2,2,,,,,,,2,2,2,2,2,1,2,1,2,1,2,2,,2,,3,2,2,2,7,3,4,3,2,2,2,3,2,1,4175.0956248,2,2,2,2,,,,,,
481502,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,1,2,1,2,2,,2,,1,4,3,3,4,3,3,4,2,2,2,1,3,1,1789.3266963,2,2,2,2,,,,,,
481602,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,1,2,1,2,2,,2,,1,3,3,2,3,3,3,3,2,2,3,3,2,1,1872.1674054,2,2,2,2,,,,,,
481701,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,1,2,1,2,2,,2,,1,1,1,1,7,3,4,3,1,4,1,1,1,1,2058.2739434,2,2,2,2,,,,,,
481802,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,1,2,1,2,2,,2,,1,2,2,2,2,3,4,4,2,4,1,3,2,1,1616.2004777,2,2,2,2,,,,,,
481902,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,1,2,1,2,2,,2,,1,2,2,2,5,3,4,4,2,2,2,1,3,1,1789.3266963,2,2,2,2,,,,,,
482001,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,1,2,1,2,2,,2,,2,1,1,1,7,3,4,3,1,2,2,1,3,1,3196.3269447,2,2,2,2,,,,,,
482002,,2,2,2,2,2,,,,,,,2,2,2,2,2,1,2,1,1,1,2,2,,2,,1,2,2,2,7,3,4,3,1,2,2,3,3,1,3196.3269447,2,2,2,2,,,,,,
482102,,2,2,2,1,2,0,0,0,1,0,0,1,2,1,1,2,1,2,1,1,1,2,2,,2,,1,3,2,2,7,3,4,3,2,2,3,3,2,1,2446.0812004,2,1,1,2,,3,,0,,0
482202,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,1,2,1,2,2,,2,,1,1,1,1,7,3,3,3,2,3,2,1,3,1,3101.9292092,2,2,2,2,,,,,,
482302,,2,2,2,2,2,,,,,,,1,2,1,1,1,1,1,1,1,1,2,1,2,2,,3,3,3,3,7,3,4,3,2,2,3,3,3,1,2337.8456332,2,2,2,2,,,,,,
482402,,1,2,1,2,2,0,0,0,1,0,0,1,1,2,1,1,2,1,1,1,1,2,2,,2,,3,4,4,4,8,3,3,3,2,1,3,1,3,1,2661.2914968,2,1,1,2,,1,,1,,1
482502,,2,2,2,2,1,0,0,0,0,3,0,2,1,1,1,1,1,1,1,1,1,2,2,,2,,1,2,2,1,3,3,4,4,2,3,2,3,3,1,2734.7920238,2,1,1,2,,314,,128,,128
482601,,2,1,1,1,2,0,0,3,0,0,0,1,1,1,1,1,2,2,1,1,1,2,2,,1,2,4,4,4,4,8,3,3,3,1,2,3,1,3,1,3196.3269447,2,1,1,1,,55,55,0,,0
482701,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,1,2,1,2,2,,2,,3,2,2,2,7,3,3,2,1,2,2,1,3,1,2616.2740563,2,2,2,2,,,,,,
482702,,2,2,2,2,2,,,,,,,2,2,2,2,1,1,1,2,,1,2,2,,2,,3,2,2,2,7,3,3,3,2,2,2,1,3,1,2002.1790308,2,2,2,2,,,,,,
482802,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,1,2,2,,2,,3,2,2,2,7,3,3,3,2,3,1,1,2,1,2238.4961067,2,2,2,2,,,,,,
482902,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,1,2,2,,2,,1,2,2,1,6,3,4,3,2,3,2,1,2,1,2238.4961067,2,2,2,2,,,,,,
483001,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,1,1,1,2,2,,2,,4,3,3,3,6,3,3,3,1,2,2,1,3,1,2674.4636434,2,2,2,2,,,,,,
483002,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,1,2,2,,2,,3,3,3,3,6,3,3,3,2,1,3,3,3,1,2178.3340752,2,2,2,2,,,,,,
483101,,2,2,2,2,2,,,,,,,2,1,1,1,1,1,1,2,,1,2,1,2,1,2,4,2,3,2,7,3,3,4,1,3,3,1,3,1,2653.8563887,2,2,2,2,,,,,,
483102,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,1,2,2,,2,,3,2,2,2,7,3,4,3,2,3,3,1,3,1,2238.4961067,2,2,2,2,,,,,,
483201,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,1,2,2,,1,2,3,3,3,2,6,3,3,2,1,1,2,1,2,1,4266.0178451,2,2,2,2,,,,,,
483301,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,1,2,1,2,2,,2,,3,1,1,1,6,3,3,3,1,4,2,2,2,1,3853.7911808,2,2,2,2,,,,,,
483401,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,1,2,1,2,2,,2,,3,2,2,2,6,3,4,3,2,2,2,2,2,1,2912.2604085,2,2,2,2,,,,,,
483501,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,1,2,1,2,2,,2,,2,2,2,2,5,3,3,3,2,1,2,1,2,1,3168.4859276,2,2,2,2,,,,,,
483602,,2,2,2,2,1,0,0,0,6,0,0,1,1,1,1,1,1,1,1,2,1,2,2,,2,,2,2,3,2,8,3,4,3,2,2,3,3,2,1,2086.0298136,2,1,1,2,,21,,3,,3
483703,,2,2,2,2,1,0,0,0,0,1,0,1,1,1,1,1,2,1,1,1,1,2,2,,2,,1,2,1,1,8,3,4,3,2,4,1,3,3,1,1884.1960991,2,1,1,2,,24,,6,,6
483802,,2,1,1,1,2,0,0,3,0,0,0,1,2,2,1,1,1,2,1,1,1,2,2,,1,2,2,3,3,3,8,3,4,3,2,3,3,1,4,1,2767.8118343,2,1,1,1,,285,285,40,,40
483902,,2,2,2,2,1,0,0,0,0,2,0,1,1,1,1,1,2,1,1,1,1,2,2,,2,,2,1,1,1,4,3,3,3,2,4,3,3,4,1,1884.1960991,2,1,1,2,,21,,15,,15
484002,,2,2,2,2,2,,,,,,,2,1,2,2,2,2,2,1,1,1,2,2,,2,,1,2,2,2,3,4,3,4,2,3,2,3,3,1,2767.8118343,2,2,2,2,,,,,,
484102,,2,2,2,2,2,,,,,,,2,1,2,2,2,2,2,1,2,1,2,2,,2,,1,1,1,1,7,3,4,3,2,4,1,3,3,1,1884.1960991,2,2,2,2,,,,,,
484103,,2,2,2,2,2,,,,,,,2,1,2,2,2,2,2,1,2,1,2,2,,1,2,1,4,3,3,7,3,3,4,2,1,3,1,3,1,2374.6364286,2,2,2,2,,,,,,
484104,,2,2,1,2,2,0,0,1,0,0,0,2,1,2,2,2,2,2,1,2,1,2,2,,2,,2,3,3,3,7,3,4,3,1,1,3,1,3,1,3025.0932937,2,1,1,1,,2,2,20,,20
484202,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,1,2,1,2,2,,2,,1,3,3,2,7,3,3,3,2,2,3,3,2,1,2086.0298136,2,2,2,2,,,,,,
484302,,2,2,2,2,1,0,0,0,0,1,0,1,1,2,1,1,1,2,1,2,1,2,2,,2,,2,3,2,2,8,3,4,4,2,2,3,3,3,1,2086.0298136,2,1,1,2,,12,,10,,10
484401,,2,2,1,2,2,0,0,1,0,0,0,2,1,2,1,2,2,2,1,1,1,2,2,,1,2,1,3,2,2,7,3,4,4,1,3,3,1,3,1,4965.672485,2,1,1,1,,250,250,50,,50
484501,,1,2,2,2,2,0,0,6,0,0,0,2,2,2,2,1,2,2,2,,1,2,2,,2,,1,2,3,2,7,2,2,4,2,4,1,1,2,1,2815.8825489,2,1,1,1,,6,6,0,,0
484601,,2,1,2,2,2,0,0,1,0,0,0,1,1,1,1,2,2,1,1,1,1,2,2,,2,,4,3,3,2,2,3,5,4,1,4,3,1,4,1,4550.7493174,2,1,1,1,,58,58,0,,0
484602,,1,1,2,2,2,0,0,2,2,0,0,1,1,1,1,1,1,1,1,1,1,2,2,,2,,4,4,4,4,5,3,3,4,2,3,3,1,4,1,2244.1164873,2,1,1,1,,106,58,21,,21
484701,,1,2,2,2,2,0,0,0,1,1,0,1,1,1,2,2,2,2,1,1,1,2,2,,1,2,4,2,2,1,5,3,4,4,2,2,3,3,3,1,1905.8056634,2,1,1,2,,92,,15,,15
484801,,1,2,2,2,2,0,0,0,1,0,0,1,2,1,1,1,2,2,1,1,1,2,2,,2,,1,1,1,1,8,3,4,3,1,4,3,3,3,1,1063.6230442,2,1,1,2,,12,,0,,0
484901,,1,1,1,2,2,0,0,0,1,1,0,2,1,1,1,1,1,1,1,1,1,2,2,,1,2,4,4,3,2,9,3,4,5,2,2,3,1,3,1,2144.3791392,2,1,1,2,,31,,35,,35
485001,,1,2,2,2,1,0,0,0,1,1,0,1,1,1,1,1,2,1,1,1,1,2,2,,2,,2,2,1,1,5,3,4,4,2,2,2,3,4,1,1962.0952821,2,1,1,2,,258,,60,,60
485002,,1,2,2,2,2,0,0,1,0,0,0,1,1,1,1,1,2,1,1,1,1,2,2,,2,,4,4,4,4,4,3,4,4,1,2,3,1,4,1,3333.4050239,2,1,1,1,,88,88,6,,6
485101,,2,2,2,2,2,,,,,,,1,1,1,1,2,2,1,1,1,1,2,2,,1,2,2,3,3,2,2,3,2,3,1,3,2,2,3,1,2688.8984099,2,2,2,2,,,,,,
485201,,1,2,2,2,1,0,0,0,1,1,0,1,1,1,2,2,2,2,1,1,1,2,2,,1,2,3,2,1,1,6,3,4,4,2,3,2,3,3,1,2278.3810126,2,1,1,2,,243,,96,,96
485301,,1,2,2,2,2,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,1,1,10,3,4,4,2,2,2,3,3,1,1962.0952821,2,1,1,2,,60,,0,,0
485401,,2,2,2,2,2,,,,,,,1,1,1,1,2,2,2,1,1,1,2,2,,1,2,4,3,3,1,5,2,4,3,2,1,2,3,2,1,6342.5523649,2,2,2,2,,,,,,
485501,,2,2,2,2,2,,,,,,,1,1,1,2,2,1,1,1,1,1,2,2,,2,,2,2,2,1,6,3,4,3,2,2,2,3,1,1,2144.3791392,2,2,2,2,,,,,,
485601,,1,2,2,2,2,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,2,2,,2,,4,2,2,2,5,2,4,4,2,2,3,3,3,1,1962.0952821,2,1,1,2,,336,,44,,44
485701,,1,2,2,2,2,0,0,2,0,0,0,1,1,1,1,1,1,1,1,1,1,2,2,,1,2,5,3,3,2,3,3,4,3,2,2,3,1,3,1,2144.3791392,2,1,1,1,,18,18,0,,0
485801,,1,2,2,2,2,0,0,0,1,1,0,1,2,1,1,1,1,1,2,,1,2,1,2,2,,2,2,2,1,2,3,5,4,2,3,2,3,3,1,2278.3810126,2,1,1,2,,54,,6,,6
485901,,1,2,2,2,1,0,0,0,0,1,0,1,1,1,1,2,1,2,2,,1,2,2,,1,2,4,2,2,1,7,3,4,4,2,2,2,3,3,1,1962.0952821,2,1,1,2,,240,,13,,13
486001,,1,2,2,2,2,0,0,0,0,3,0,1,1,1,2,1,1,1,1,1,1,2,2,,1,2,4,3,3,1,9,3,4,4,2,2,3,3,3,1,1962.0952821,2,1,1,2,,336,,36,,36
